codigo_linha;nome_linha;origem;destino;via;sentido;horario;dias_semana;segunda;terca;quarta;quinta;sexta;sabado;domingo;area;extensao_km;observacoes
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);09:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);10:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);12:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);13:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);14:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);14:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);15:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);15:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);16:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);16:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);17:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);17:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);18:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);18:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
208;DENISSON AMORIM - MACEIO;MACEIO;DENISSON AMORIM;;VOLTA (Destino -> Origem);19:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;METROPOLITANA;294 km;"TARIFA: R$5,50 | Seccionamentos: OS HORÁRIOS DE 07:40; 08:20;09:00;09:40;10:20;11:00;13:40;14:20;15:00;15:40;16:20 e17:00 são veículos da linha de Marechal Deodoro - Maceió que realizam seccionamento nesses horários citados no Denisson Amorim."
175;DOIS RIACHOS - ARAPIRACA;DOIS RIACHOS;ARAPIRACA;;IDA (Origem -> Destino);05:50;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;308 km;
175;DOIS RIACHOS - ARAPIRACA;DOIS RIACHOS;ARAPIRACA;;IDA (Origem -> Destino);06:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;308 km;
175;DOIS RIACHOS - ARAPIRACA;DOIS RIACHOS;ARAPIRACA;;IDA (Origem -> Destino);12:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;308 km;
175;DOIS RIACHOS - ARAPIRACA;ARAPIRACA;DOIS RIACHOS;;VOLTA (Destino -> Origem);10:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;308 km;
175;DOIS RIACHOS - ARAPIRACA;ARAPIRACA;DOIS RIACHOS;;VOLTA (Destino -> Origem);13:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;308 km;
175;DOIS RIACHOS - ARAPIRACA;ARAPIRACA;DOIS RIACHOS;;VOLTA (Destino -> Origem);16:40;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;308 km;
74;DOIS RIACHOS - SANTANA DO IPANEMA;DOIS RIACHOS;SANTANA DO IPANEMA;;IDA (Origem -> Destino);05:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;DOIS RIACHOS;SANTANA DO IPANEMA;;IDA (Origem -> Destino);06:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;DOIS RIACHOS;SANTANA DO IPANEMA;;IDA (Origem -> Destino);07:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;DOIS RIACHOS;SANTANA DO IPANEMA;;IDA (Origem -> Destino);08:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;DOIS RIACHOS;SANTANA DO IPANEMA;;IDA (Origem -> Destino);09:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;DOIS RIACHOS;SANTANA DO IPANEMA;;IDA (Origem -> Destino);10:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;DOIS RIACHOS;SANTANA DO IPANEMA;;IDA (Origem -> Destino);11:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;DOIS RIACHOS;SANTANA DO IPANEMA;;IDA (Origem -> Destino);12:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;DOIS RIACHOS;SANTANA DO IPANEMA;;IDA (Origem -> Destino);13:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;DOIS RIACHOS;SANTANA DO IPANEMA;;IDA (Origem -> Destino);14:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;DOIS RIACHOS;SANTANA DO IPANEMA;;IDA (Origem -> Destino);15:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;SANTANA DO IPANEMA;DOIS RIACHOS;;VOLTA (Destino -> Origem);09:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;SANTANA DO IPANEMA;DOIS RIACHOS;;VOLTA (Destino -> Origem);10:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;SANTANA DO IPANEMA;DOIS RIACHOS;;VOLTA (Destino -> Origem);11:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;SANTANA DO IPANEMA;DOIS RIACHOS;;VOLTA (Destino -> Origem);12:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;SANTANA DO IPANEMA;DOIS RIACHOS;;VOLTA (Destino -> Origem);13:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;SANTANA DO IPANEMA;DOIS RIACHOS;;VOLTA (Destino -> Origem);14:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;SANTANA DO IPANEMA;DOIS RIACHOS;;VOLTA (Destino -> Origem);15:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;SANTANA DO IPANEMA;DOIS RIACHOS;;VOLTA (Destino -> Origem);16:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
74;DOIS RIACHOS - SANTANA DO IPANEMA;SANTANA DO IPANEMA;DOIS RIACHOS;;VOLTA (Destino -> Origem);17:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;037 km;Seccionamentos: NÃO POSSUI SECCIONAMENTO
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);05:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);06:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);06:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);07:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);07:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);08:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);08:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);09:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);09:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);10:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);10:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);11:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);11:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);12:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);12:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);13:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);13:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);14:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);14:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);15:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);15:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;PALMEIRA DOS ÍNDIOS;;IDA (Origem -> Destino);16:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);07:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);08:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);08:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);09:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);09:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);10:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);10:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);11:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);11:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);12:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);12:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);13:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);13:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);14:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);14:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);15:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);15:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);16:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);16:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
86;ESTRELA DE ALAGOAS - PALMEIRA DOS ÍNDIOS;PALMEIRA DOS ÍNDIOS;ESTRELA DE ALAGOAS;;VOLTA (Destino -> Origem);17:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;AGRESTE/B S FRANCISCO;060 km;
